teff,log(L/Lsun),tcool(gyr),logg,Radius,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
79897.46496958123,0.255541,0.00011424289026115276,8.7890218,0.0069991,9.976703609206071,9.780724116212157,10.355496254490864,9.198914163908372,9.705890456915201,10.276516761496945,10.66849625482614,11.051486000987824,81496541.4485484,159829691.50984275,28664859.967684068,245620950.3083194,227660126.22351122,62053797.81195125,24155585.020281598,10247614.23991932
78581.2621415134,0.225858,0.00012770498253061646,8.7898519,0.0069924,9.993194445045674,9.797478192617369,10.371325668516427,9.216108452200256,9.722779474003218,10.292609416088126,10.684325668851706,11.067183794730582,80421971.06726167,157684025.87418672,28304137.6569512,242225332.56827953,224575944.21390238,61258050.751864344,23851608.00956372,10119883.661326889
77309.70213690535,0.196705,0.0001418142466428378,8.7906633,0.0069859,10.009133203872366,9.813671263444984,10.386625401740819,9.23272852222112,9.739102946431291,10.308163461313438,10.699625402076094,11.082356371954507,79397533.01855184,155638942.11246806,27960042.905419838,238989781.33195668,221636684.26271546,60499161.32818935,23561642.873330057,9998026.60333018
75935.0004751767,0.164747,0.00015667853840318458,8.7914534,0.0069795,10.026175666749797,9.830988666654761,10.402977353387385,9.250508785659179,9.756560980207244,10.32479035329235,10.71597735372266,11.0985708534349,78304393.38181312,153457251.3216805,27592633.910152387,235539274.25317487,218501557.46163663,59689055.049590774,23252031.061780848,9867896.858072007
74686.48146695788,0.135187,0.00017229802926115666,8.7922128,0.0069734,10.041739505057325,9.846802208763933,10.417913894590804,9.26674455342588,9.772502411817236,10.339976598297412,10.73091389492608,11.113382542737497,77325023.8268672,151503081.5805034,27263274.15507554,232449434.4152905,215693686.22730815,58963013.82786721,22974482.95671468,9751229.864189949
73551.40954552089,0.107838,0.00018878063331945327,8.7929598,0.0069674,10.05602580882566,9.861315526916554,10.431629674398417,9.281643566483792,9.787132225162003,10.353919392489315,10.744629674733696,11.126984815352971,76445725.63807853,149748956.81283292,26967417.90365277,229676496.62841308,213173479.38337576,58310964.18614862,22725167.91233336,9646419.656873073
72277.31320877858,0.076746,0.00020601882440564624,8.793696,0.0069615,10.071809205395976,9.87735374275422,10.446773078000362,9.298115292315135,9.80330079543334,10.369317615358607,10.759773078335638,11.142000809321242,75470231.51240171,147803375.59700102,26638995.05882795,226601978.86006334,210378608.9007994,57587306.6265156,22448409.33197715,9530058.956447395
71089.42475558622,0.047231,0.00022422830811174777,8.7944211,0.0069557,10.086614375593449,9.892396490642327,10.460981403571239,9.313564000764774,9.81846523256677,10.383763518620121,10.773981403906518,11.156090346046796,74572307.88370222,146012898.90443304,26336525.35751486,223773257.78392783,207806809.22553378,56920980.888341516,22193521.200851895,9422881.779927386
70007.56946465302,0.01988,0.0002435171184862952,8.7951349,0.00695,10.100223690710216,9.906222176817288,10.474046935842544,9.327761250566198,9.832401959470822,10.397045421949613,10.78704693617782,11.169047692789007,73764250.47675946,144401939.00960317,26064196.42599445,221228645.64155865,205493059.97460634,56321172.84428994,21964032.388897654,9326375.126997394
68912.02310025267,-0.008225,0.0002637777982269256,8.795838,0.0069444,10.116384906876595,9.922711299946519,10.489311225082742,9.345111788298196,9.849072350778362,10.412766364116694,10.802222376002097,11.183876034322845,72791656.02320004,142454944.55458897,25741791.988423824,218072698.5802306,202688521.64077422,55601110.4863069,21694120.688562665,9214710.50013918
67772.10889722018,-0.037893,0.00028522622156296505,8.79653,0.0069388,10.133154108568428,9.93982247589926,10.505144210176999,9.363121682378212,9.86637124310141,10.429076832127313,10.817962886911202,11.199253053735886,71791765.94127047,140453890.95306993,25410095.643708147,214831547.80051768,199806823.41411108,54860529.570722416,21416404.686096568,9099794.921455933
66731.67100394881,-0.065449,0.00030797057668365826,8.7972096,0.0069334,10.148549701136737,9.95553019983555,10.519684480938068,9.379649658736493,9.882249266831103,10.444053531138316,10.832419366975564,11.21337714933965,70891248.76699787,138652247.15240768,25111139.390795026,211915681.05704787,197212906.26333022,54193293.254336655,21166068.634313267,8996181.193206796
65780.47421343169,-0.091059,0.00033201131339802715,8.7978784,0.0069281,10.162737793782119,9.97000365151809,10.533089849895498,9.39487300239591,9.896877450960668,10.457858469867494,10.845748707309488,11.226402039580874,70077985.12219968,137025611.51925236,24840966.444937386,209284937.98572475,194871476.85339624,53590497.00771872,20939807.307529714,8902509.686768552
64717.83791593148,-0.120007,0.00035756456031549533,8.7985351,0.0069228,10.178403699317862,9.985988347943081,10.547881281144619,9.411693949810282,9.91303382454792,10.473096694084234,10.860455613377475,11.240768416310992,69179906.32401155,135229859.1336662,24542378.00985308,206383189.59585252,192287234.04124734,52924555.6472642,20689721.45205751,8798945.535909316
